,name,rating,reviews,company_type,headquaters,company_age,employees
7614,Kotak Mahindra G...,4.0,(72 Reviews),Public,"Mumbai,Maharashtra + 19 more",8 years old,501-1k Employees (India)
7615,Nandan Petrochem,3.6,(72 Reviews),Public,"Mumbai,Maharashtra + 12 more",31 years old,201-500 Employees (India)
7616,Gvk Power & Infr...,4.0,(72 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",18 years old,10k-50k Employees (India)
7617,Shree Shubham Lo...,4.2,(72 Reviews),Public,"Mumbai,Maharashtra + 22 more",16 years old,51-200 Employees (India)
7618,BSL,3.8,(72 Reviews),Public,Bhilwara + 11 more,52 years old,1k-5k Employees (India)
7619,Mahesh Tutorials,3.1,(72 Reviews),Private,Mumbai + 9 more,35 years old,11-50 Employees (Global)
7620,Krishna Institut...,4.0,(72 Reviews),Private,"Karad,Maharashtra + 8 more",23 years old,501-1k Employees (India)
7621,Skymet Weather S...,3.7,(72 Reviews),Private,"Noida,Uttar Pradesh + 12 more",20 years old,201-500 Employees (India)
7622,PFSweb,3.7,(72 Reviews),Private,Texas + 1 more,24 years old,201-500 Employees (India)
7623,Born Group,3.8,(72 Reviews),Private,New York + 4 more,12 years old,1k-5k Employees (India)
7624,Hindustan Copper,4.0,(72 Reviews),Public,Kolkata + 6 more,56 years old,1k-5k Employees (India)
7625,TechNova Imaging...,4.2,(72 Reviews),Private,Mumbai + 10 more,52 years old,1k-5k Employees (India)
7626,Zee News,4.2,(72 Reviews),Public,Noida + 10 more,24 years old,10k-50k Employees (India)
7627,Radiate E Servic...,2.8,(72 Reviews),Private,"Noida,Uttar Pradesh + 1 more",12 years old,11-50 Employees (India)
7628,The Oman Constru...,3.8,(72 Reviews),Muscat + 4 more,58 years old,1k-5k Employees (Global),
7629,Adyard Abudhabi ...,4.4,(72 Reviews),Abu Dhabi + 6 more,27 years old,1k-5k Employees (Global),
7630,Sohan Lal Commod...,3.6,(72 Reviews),Delhi + 9 more,52 years old,501-1k Employees (India),
7631,LIC Mutual Fund,3.9,(72 Reviews),Public,"Mumbai,Maharashtra + 27 more",34 years old,501-1k Employees (Global)
7632,Velankani Electr...,3.5,(72 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",38 years old,501-1k Employees (India)
7633,Sparsh BPO Servi...,4.3,(72 Reviews),Public,"Mumbai,Maharashtra + 17 more",45 years old,10k-50k Employees (India)
7634,Park Avenue,4.3,(72 Reviews),"Thane,Maharashtra + 29 more",59 years old,1k-5k Employees (India),
7635,Lazza Ice Creams,3.7,(72 Reviews),Cochin + 17 more,51 years old,1k-5k Employees (India),
7636,JCBL,3.4,(72 Reviews),Public,"Mohali,Punjab + 7 more",34 years old,1k-5k Employees (India)
7637,Babaji Shivram C...,3.8,(72 Reviews),Private,"Mumbai,Maharashtra + 7 more",47 years old,201-500 Employees (India)
7638,RCS Technologies,3.5,(72 Reviews),Private,Bengaluru + 13 more,32 years old,11-50 Employees (India)
7639,Shree Balaji Con...,3.7,(72 Reviews),Private,Ahmedabad + 19 more,18 years old,1-10 Employees (India)
7640,Almeer Technical...,3.9,(72 Reviews),Private,Ahmadi + 5 more,45 years old,11-50 Employees (India)
7641,Golden Star Faci...,4.3,(72 Reviews),Private,Hyderabad + 10 more,15 years old,51-200 Employees (India)
7642,Srikalahasthi Pi...,3.9,(72 Reviews),Public,"Chittoor,Andhra Pradesh + 3 more",32 years old,1k-5k Employees (India)
7643,Drytech Processe...,4.1,(72 Reviews),Mumbai + 4 more,31 years old,51-200 Employees (India),
7644,Solverminds Solu...,3.8,(72 Reviews),Private,"Chennai,Tamil Nadu",20 years old,501-1k Employees (India)
7645,New India Co-Op ...,3.6,(72 Reviews),Public,Mumbai + 5 more,55 years old,11-50 Employees (India)
7646,Astec LifeScienc...,3.8,(72 Reviews),Public,"Mumbai,Maharashtra + 3 more",29 years old,201-500 Employees (India)
7647,Prabha Engineeri...,3.6,(72 Reviews),Private,Mumbai + 7 more,65 years old,51-200 Employees (India)
7648,Zicom Electronic...,3.7,(72 Reviews),Public,Mumbai + 11 more,29 years old,201-500 Employees (India)
7649,DM Wayanad Insti...,3.9,(72 Reviews),Private,Meppadi + 1 more,13 years old,1k-5k Employees (India)
7650,Safari Company,3.8,(72 Reviews),Private,Lagos + 8 more,5k-10k Employees (India),
7651,MasterSoft ERP S...,3.2,(72 Reviews),Private,"Nagpur,Maharashtra + 4 more",28 years old,51-200 Employees (India)
7652,Amco Saft India,4.0,(72 Reviews),Private,Levallois-Perret + 12 more,27 years old,51-200 Employees (India)
7653,Usha Armour,3.8,(72 Reviews),Private,Bengaluru + 2 more,32 years old,201-500 Employees (India)
7654,Kotak Mahindra G...,4.0,(72 Reviews),Public,"Mumbai,Maharashtra + 19 more",8 years old,501-1k Employees (India)
7655,Starion India,3.9,(72 Reviews),Noida + 7 more,22 years old,51-200 Employees (India),
7656,Jaycee Punching ...,4.0,(72 Reviews),Private,Faridabad + 11 more,16 years old,501-1k Employees (India)
7657,Gvk Power & Infr...,4.0,(72 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",18 years old,10k-50k Employees (India)
7658,Shree Shubham Lo...,4.2,(72 Reviews),Public,"Mumbai,Maharashtra + 22 more",16 years old,51-200 Employees (India)
7659,TEXILA AMERICAN ...,4.6,(72 Reviews),Private,Guyana + 3 more,13 years old,11-50 Employees (India)
7660,Rain Cii Carbon ...,3.9,(72 Reviews),Private,Visakhapatnam + 2 more,25 years old,1k-5k Employees (India)
7661,M G Contractors,4.3,(72 Reviews),Private,Delhi + 16 more,201-500 Employees (India),
7662,BANKEDGE,4.1,(72 Reviews),Private,"Mumbai,Maharashtra + 12 more",8 years old,51-200 Employees (Global)
7663,ASA & Associates,3.6,(72 Reviews),Private,"Delhi/NCR,Delhi + 6 more",32 years old,501-1k Employees (India)
7664,Foodhall Future ...,3.9,(72 Reviews),Public,"Bangalore,Karnataka + 8 more",12 years old,201-500 Employees (Global)
7665,"Cmc Limited, A T...",4.7,(72 Reviews),Hyderabad + 18 more,48 years old,5k-10k Employees (India),
7666,@home,4.1,(72 Reviews),Private,Mumbai + 21 more,18 years old,501-1k Employees (Global)
7667,Panoli Intermedi...,4.0,(72 Reviews),Private,"Vadodara/Baroda,Gujarat + 2 more",24 years old,1k-5k Employees (India)
7668,NETPLUS Broadban...,3.5,(72 Reviews),Private,"Delhi/NCR,Delhi + 11 more",9 years old,51-200 Employees (India)
7669,MicroSpark Softw...,4.6,(72 Reviews),Hyderabad + 1 more,14 years old,201-500 Employees (India),
7670,Ghantoot Gulf Co...,4.0,(72 Reviews),Abu Dhabi + 2 more,,,
7671,Hyland Software ...,4.2,(72 Reviews),LLP,"Westlake,OHIO",32 years old,201-500 Employees (India)
7672,Denso Haryana Pr...,4.0,(72 Reviews),Manesar + 3 more,501-1k Employees (India),,
7673,Byju's Future Sc...,3.6,(72 Reviews),Bengaluru/Bangalore + 13 more,10k-50k Employees (India),,
7674,Sterling Manufac...,4.2,(72 Reviews),Gurgaon/Gurugram + 17 more,1-10 Employees (India),,
7675,Toppan Merrill T...,3.9,(72 Reviews),"New York,New York",201-500 Employees (India),,
7676,TPI Composites,4.2,(72 Reviews),Public,"Scottsdale,Arizona + 2 more",55 years old,501-1k Employees (India)
7677,Bajaj Electronic...,4.2,(72 Reviews),Hyderabad/Secunderabad + 11 more,11-50 Employees (India),,
7678,Signex Technolog...,4.9,(72 Reviews),11-50 Employees (India),,,
7679,DOCON TECHNOLOGI...,3.9,(72 Reviews),"Bengaluru,karnataka + 16 more",201-500 Employees (India),,
7680,Amity Software S...,3.9,(72 Reviews),Public,"Noida,Uttar Pradesh + 1 more",37 years old,201-500 Employees (India)
7681,iXceed Solutions,4.4,(72 Reviews),"London,England",6 years old,51-200 Employees (India),
7682,Rosmerta Safety ...,2.8,(72 Reviews),Gurgaon/Gurugram + 17 more,,,
7683,BetterPlace Sele...,4.0,(72 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",9 years old,201-500 Employees (Global)
7684,EagleView,3.4,(72 Reviews),Private,"Bellevue,Washington",15 years old,201-500 Employees (India)
7685,Nandan Petrochem,3.6,(72 Reviews),Public,"Mumbai,Maharashtra + 12 more",31 years old,201-500 Employees (India)
7686,Smart Call Cente...,3.5,(72 Reviews),Private,Kolkata + 3 more,8 years old,11-50 Employees (India)
7687,Equifax,3.6,(79 Reviews),Public,"Atlanta,Georgia + 5 more",13 years old,201-500 Employees (India)
7688,Drums Food Inter...,4.2,(78 Reviews),Private,"Mumbai,Maharashtra + 12 more",16 years old,51-200 Employees (India)
7689,Careers360,3.1,(73 Reviews),Private,"Delhi,NCT + 3 more",15 years old,201-500 Employees (India)
7690,IRIS Business Se...,4.5,(71 Reviews),Public,"Navi Mumbai,Maharashtra + 4 more",29 years old,201-500 Employees (India)
7691,Cubastion Consul...,2.8,(71 Reviews),Private,Gurgaon,17 years old,201-500 Employees (India)
7692,Market Xcel Data...,3.7,(71 Reviews),Private,"Delhi/NCR,Delhi + 19 more",23 years old,51-200 Employees (India)
7693,National Dairy D...,4.2,(71 Reviews),Private,"Anand,Gujrat + 10 more",58 years old,501-1k Employees (India)
7694,Calibrated Healt...,3.9,(71 Reviews),Ontario,17 years old,51-200 Employees (India),
7695,City Corporation...,4.3,(71 Reviews),Public,"Pune,Maharashtra + 5 more",20 years old,201-500 Employees (India)
7696,Vivekananda Hosp...,3.5,(71 Reviews),Private,"Latur,Maharashtra + 15 more",57 years old,51-200 Employees (India)
7697,Cheminova,4.2,(71 Reviews),Private,Lemwig + 19 more,85 years old,1k-5k Employees (India)
7698,Hitek Syndicate,3.2,(71 Reviews),New Delhi + 5 more,30 years old,11-50 Employees (India),
7699,Desein,3.7,(71 Reviews),Private,New Delhi + 9 more,58 years old,501-1k Employees (India)
7700,Volante Technolo...,3.4,(71 Reviews),Private,New York + 1 more,201-500 Employees (India),
7701,Manali Petrochem...,3.9,(71 Reviews),Public,Chennai + 3 more,37 years old,501-1k Employees (India)
7702,HLE Engineers,3.9,(71 Reviews),Private,Navsari + 6 more,42 years old,501-1k Employees (India)
7703,Ahlcon Parentera...,3.9,(71 Reviews),Private,"Delhi/NCR,New Delhi + 3 more",31 years old,51-200 Employees (India)
7704,Chandan Healthca...,3.5,(71 Reviews),Private,Lucknow + 8 more,32 years old,501-1k Employees (India)
7705,Interra Informat...,3.3,(71 Reviews),Private,San Jose + 2 more,27 years old,201-500 Employees (India)
7706,ATC (Assam),3.4,(71 Reviews),Private,New Delhi + 22 more,71 years old,501-1k Employees (Global)
7707,Saggezza,3.6,(71 Reviews),Private,"Chicago,Illinois + 6 more",18 years old,201-500 Employees (India)
7708,Canam Consultant...,3.8,(71 Reviews),Private,Chandigarh + 15 more,27 years old,51-200 Employees (India)
7709,Mtandt,3.4,(71 Reviews),Private,"Chennai,Tamil Nadu + 7 more",49 years old,51-200 Employees (India)
7710,PP Rolling Mills,4.5,(71 Reviews),Private,Faridabad + 2 more,76 years old,201-500 Employees (India)
7711,National Rural L...,3.8,(71 Reviews),New Delhi + 32 more,12 years old,51-200 Employees (India),
7712,Medicover Fertil...,4.1,(71 Reviews),Private,"Stockholm,Stockholm + 8 more",28 years old,51-200 Employees (India)
7713,JRG Automotive i...,3.2,(71 Reviews),Private,Gurgaon + 4 more,16 years old,11-50 Employees (India)
7714,Gnrc Hospital,3.9,(71 Reviews),Public,Guwahati + 4 more,36 years old,501-1k Employees (India)
7715,Sharda Hospital,3.6,(71 Reviews),Private,Noida + 3 more,17 years old,201-500 Employees (India)
7716,Ubs Investment B...,3.6,(71 Reviews),Pune + 2 more,50k-1 Lakh Employees (India),,
7717,K.R.Pulp & Paper...,3.8,(71 Reviews),Public,Shahjahanpur + 2 more,28 years old,201-500 Employees (India)
7718,Pentagon System ...,4.2,(71 Reviews),Private,"Mumbai,Maharashtra + 12 more",29 years old,201-500 Employees (India)
7719,Anglo-French Dru...,4.2,(71 Reviews),Private,Bangalore + 13 more,100 years old,501-1k Employees (India)
7720,Nando's,4.3,(71 Reviews),Private,"Putney,South West London + 9 more",36 years old,11-50 Employees (India)
7721,Central Bureau o...,4.3,(71 Reviews),"Delhi/NCR,New Delhi + 11 more",33 years old,,
7722,Prumatech Servic...,4.0,(71 Reviews),Chennai + 5 more,27 years old,11-50 Employees (India),
7723,Cp Aquaculture,4.3,(71 Reviews),Chennai + 10 more,29 years old,501-1k Employees (India),
7724,Carillion Alawi ...,4.6,(71 Reviews),Private,Ruwi + 8 more,44 years old,5k-10k Employees (Global)
7725,Paharpur 3P,4.0,(71 Reviews),Sahibabad + 5 more,37 years old,201-500 Employees (India),
7726,Marc Enterprises,3.6,(71 Reviews),Private,New Delhi + 6 more,42 years old,201-500 Employees (India)
7727,Ambica Steels,4.3,(71 Reviews),New Delhi + 5 more,53 years old,1k-5k Employees (India),
7728,Firmenich Aromat...,4.3,(71 Reviews),Private,"Meyrin,Geneva + 6 more",128 years old,501-1k Employees (India)
7729,Platinum One,3.5,(71 Reviews),Thane + 5 more,15 years old,501-1k Employees (India),
7730,Veative Labs,3.6,(71 Reviews),Private,"Noida,Uttar Pradesh",7 years old,51-200 Employees (India)
7731,Valueonshore Adv...,4.2,(71 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",14 years old,201-500 Employees (India)
7732,DSK Toyota,4.6,(71 Reviews),Pune + 5 more,23 years old,1k-5k Employees (India),
7733,Omega Hospitals,4.4,(71 Reviews),Hyderabad + 7 more,13 years old,201-500 Employees (India),
7734,Srinivasa Sales ...,3.5,(71 Reviews),Private,Hyderabad + 7 more,14 years old,1k-5k Employees (India)
7735,Ascent Hr,3.5,(71 Reviews),Bengaluru + 4 more,21 years old,501-1k Employees (Global),
7736,Green Agrevoluti...,3.8,(71 Reviews),Private,Patna + 33 more,11 years old,501-1k Employees (India)
7737,Nissin Abc Logis...,4.5,(71 Reviews),Private,Gurugram + 10 more,24 years old,51-200 Employees (India)
7738,Crystal Ceramic ...,3.5,(71 Reviews),Private,Ahemdabad + 22 more,26 years old,51-200 Employees (India)
7739,KMC HOSPITAL,4.1,(71 Reviews),Private,"Coimbatore,Tamil Nadu + 12 more",41 years old,501-1k Employees (India)
7740,Milky Mist Dairy...,3.8,(71 Reviews),Private,"Erode,Tamil Nadu + 15 more",9 years old,501-1k Employees (India)
7741,Bansal Wire Indu...,3.8,(71 Reviews),Private,New Delhi + 2 more,85 years old,201-500 Employees (India)
7742,Vitech Systems A...,4.0,(71 Reviews),Private,"New York,NY",20 years old,201-500 Employees (India)
7743,Wanfeng Aluminum...,4.3,(71 Reviews),Bawal + 4 more,51-200 Employees (India),,
7744,Crif Solutions,3.6,(71 Reviews),Bologna,18 years old,201-500 Employees (India),
7745,Empire Spices & ...,4.6,(71 Reviews),Private,"Nasik/Nashik,Maharashtra + 12 more",29 years old,501-1k Employees (India)
7746,Amrita Vidyalaya...,4.2,(71 Reviews),New Delhi + 19 more,36 years old,51-200 Employees (India),
7747,Mgm Hospital,3.7,(71 Reviews),Private,Navi Mumbai + 9 more,30 years old,501-1k Employees (India)
7748,Yellow Banana Fo...,3.4,(71 Reviews),Private,"Mumbai,Maharashtra + 3 more",25 years old,501-1k Employees (India)
7749,Som Projects (S....,4.1,(71 Reviews),Private,Gurugram + 12 more,37 years old,51-200 Employees (India)
7750,Ms Agarwal Found...,3.8,(71 Reviews),Secunderabad + 3 more,33 years old,51-200 Employees (India),
7751,Shakti Hormann,3.4,(71 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",35 years old,51-200 Employees (India)
7752,Rcpl Logistics,3.3,(71 Reviews),Private,New Delhi + 16 more,26 years old,501-1k Employees (India)
7753,Aljaber Engineer...,3.8,(71 Reviews),Private,Doha + 4 more,28 years old,5k-10k Employees (India)
7754,Avinash Group,4.2,(71 Reviews),Private,Raipur + 3 more,27 years old,1k-5k Employees (India)
7755,Maheshwari Minin...,3.5,(71 Reviews),Private,Kolkata + 15 more,45 years old,501-1k Employees (India)
7756,Paramount Plaste...,3.6,(71 Reviews),Private,Gwalior + 27 more,10 years old,11-50 Employees (India)
7757,Symsafe Systems,4.7,(71 Reviews),Private,"Jaipur,Rajasthan",20 years old,11-50 Employees (India)
7758,Vcare Trichology,3.6,(71 Reviews),"Chennai,Tamil Nadu + 11 more",19 years old,201-500 Employees (India),
7759,Aloft Hotels,3.9,(71 Reviews),"Bangalore,Karnataka + 9 more",16 years old,1-10 Employees (India),
7760,BUDDI.AI,3.9,(71 Reviews),Private,"New York,New York + 3 more",10 years old,201-500 Employees (India)
7761,PhableCare,2.9,(71 Reviews),"Bangalore,Karnataka + 3 more",6 years old,51-200 Employees (India),
7762,Teamlease Digita...,3.5,(71 Reviews),"Bangalore,Karnataka + 8 more",5k-10k Employees (India),,
7763,The Hi-tech Robo...,3.7,(71 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",19 years old,501-1k Employees (India)
7764,Press Fit Pipe A...,3.9,(71 Reviews),Partnership,"Bhiwandi,Maharashtra + 10 more",44 years old,501-1k Employees (India)
7765,Gurukul School,4.0,(71 Reviews),Private,"Ghaziabad,Uttar Pradesh + 25 more",21 years old,51-200 Employees (India)
7766,EzappSolution,4.8,(71 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",15 years old,51-200 Employees (India)
7767,Mahindra Teqo,4.2,(71 Reviews),Mumbai + 22 more,501-1k Employees (India),,
7768,Press Fit Pipe A...,3.9,(71 Reviews),Partnership,"Bhiwandi,Maharashtra + 10 more",44 years old,501-1k Employees (India)
7769,Mahindra Teqo,4.2,(71 Reviews),Mumbai + 22 more,501-1k Employees (India),,
7770,Complere Infosys...,4.6,(71 Reviews),Private,"Mohali,Punjab + 1 more",6 years old,11-50 Employees (India)
7771,Gurukul School,4.0,(71 Reviews),Private,"Ghaziabad,Uttar Pradesh + 25 more",21 years old,51-200 Employees (India)
7772,TalentServe,2.6,(71 Reviews),Mumbai + 3 more,4 years old,201-500 Employees (India),
7773,Mentorsity,4.5,(71 Reviews),Private,"New Delhi,Delhi + 6 more",3 years old,11-50 Employees (India)
7774,BUDDI.AI,3.9,(71 Reviews),Private,"New York,New York + 3 more",10 years old,201-500 Employees (India)
7775,The Hi-tech Robo...,3.7,(71 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",19 years old,501-1k Employees (India)
7776,EzappSolution,4.8,(71 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",15 years old,51-200 Employees (India)
7777,SDNA Global,4.5,(71 Reviews),Private,London + 7 more,13 years old,51-200 Employees (India)
7778,PhableCare,2.9,(71 Reviews),"Bangalore,Karnataka + 3 more",6 years old,51-200 Employees (India),
7779,Teamlease Digita...,3.5,(71 Reviews),"Bangalore,Karnataka + 8 more",5k-10k Employees (India),,
7780,Fleetx.io,4.3,(71 Reviews),Private,"Gurgaon,Haryana + 12 more",6 years old,201-500 Employees (India)
7781,Manipal Group,3.9,(1.9k Reviews),"Bangalore/Bengaluru,Karnataka + 14 more",70 years old,5k-10k Employees (India),
7782,Mars,4.2,(366 Reviews),Private,McLean + 16 more,132 years old,501-1k Employees (India)
7783,BESIX,4.4,(156 Reviews),Woluwe-Saint-Lambert + 6 more,114 years old,,
7784,Kerry Ingredient...,3.9,(75 Reviews),Public,Tralee + 7 more,51 years old,201-500 Employees (India)
7785,Spinco Biotech,3.7,(70 Reviews),Private,"Chennai,Tamil Nadu + 11 more",42 years old,201-500 Employees (India)
7786,BD,4.2,(70 Reviews),Private,"Franklin Lakes,New Jersey + 10 more",126 years old,501-1k Employees (India)
7787,SKP Group,3.4,(70 Reviews),Private,Mumbai + 7 more,25 years old,1k-5k Employees (India)
7788,Bigtree Entertai...,4.4,(70 Reviews),Private,Mumbai + 6 more,24 years old,201-500 Employees (India)
7789,RMS,3.4,(70 Reviews),Private,"Newark,California + 10 more",35 years old,1-10 Employees (India)
7790,Manikgarh Cement,3.8,(70 Reviews),Private,Chandrapur + 10 more,36 years old,201-500 Employees (India)
7791,India Healthcare...,4.0,(70 Reviews),Private,Chennai + 4 more,24 years old,1k-5k Employees (Global)
7792,Neo Structo Cons...,4.0,(70 Reviews),Public,"Surat,Gujarat + 7 more",38 years old,501-1k Employees (India)
7793,Sun Business Sol...,4.0,(70 Reviews),Private,"Chennai,Tamil Nadu + 7 more",13 years old,201-500 Employees (India)
7794,Ultratech India,3.9,(70 Reviews),Private,Navi Mumbai + 27 more,31 years old,11-50 Employees (India)
7795,Dayanand Medical...,4.2,(70 Reviews),Private,Ludhiana + 2 more,59 years old,1k-5k Employees (India)
7796,BSR,3.6,(70 Reviews),Private,San Francisco + 12 more,31 years old,1k-5k Employees (Global)
7797,BCITS,3.9,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 23 more",24 years old,51-200 Employees (India)
7798,Cerium Systems,3.5,(70 Reviews),Private,Bangalore + 3 more,10 years old,1k-5k Employees (India)
7799,Click Labs,3.6,(70 Reviews),Private,"Chandigarh,Union Territory Of Chandigarh + 3 more",12 years old,201-500 Employees (India)
7800,Batliboi,4.0,(70 Reviews),Public,"Mumbai,Maharashtra + 12 more",131 years old,501-1k Employees (India)
7801,Miric Biotech,2.3,(70 Reviews),Private,"Delhi/NCR,Delhi + 15 more",23 years old,1-10 Employees (India)
7802,Spaze Towers,3.9,(70 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",17 years old,51-200 Employees (India)
7803,Nucsoft,3.3,(70 Reviews),Private,Mumbai + 5 more,29 years old,201-500 Employees (India)
7804,Ace Pipeline Con...,4.1,(70 Reviews),Mumbai + 12 more,34 years old,51-200 Employees (India),
7805,Dayanand Medical...,4.2,(70 Reviews),Private,Ludhiana + 2 more,59 years old,1k-5k Employees (India)
7806,Man Infraconstru...,4.2,(70 Reviews),Public,Mumbai + 3 more,59 years old,201-500 Employees (India)
7807,ATC India Tower ...,4.0,(70 Reviews),Private,New Delhi + 22 more,16 years old,1k-5k Employees (India)
7808,Qbss,3.6,(70 Reviews),1k-5k Employees (India),,,
7809,Delivery.com,4.1,(70 Reviews),Private,New York + 37 more,201-500 Employees (India),
7810,Triveni Almirah,3.9,(70 Reviews),"Noida,Uttar Pradesh + 10 more",23 years old,51-200 Employees (India),
7811,Ribbon Communica...,3.9,(70 Reviews),Bengaluru/Bangalore + 5 more,51-200 Employees (India),,
7812,Express Housekee...,3.6,(70 Reviews),Private,Gurgaon + 15 more,27 years old,201-500 Employees (India)
7813,Galfar Al Misnad...,4.0,(70 Reviews),Doha + 4 more,28 years old,51-200 Employees (India),
7814,Howe Engineering...,4.1,(70 Reviews),Private,Ahmedabad + 10 more,57 years old,201-500 Employees (Global)
7815,Collage,4.2,(70 Reviews),Private,New York + 34 more,15 years old,11-50 Employees (Global)
7816,Kasturba Medical...,4.6,(70 Reviews),Udupi + 5 more,70 years old,501-1k Employees (India),
7817,Navodaya Vidyala...,4.4,(70 Reviews),Private,Noida + 21 more,38 years old,501-1k Employees (Global)
7818,EIH,4.4,(70 Reviews),Public,"Delhi/NCR,New Delhi + 8 more",74 years old,5k-10k Employees (India)
7819,Contentra Techno...,2.5,(70 Reviews),Private,New Delhi + 1 more,19 years old,501-1k Employees (Global)
7820,Cybernetik Techn...,4.0,(70 Reviews),Private,Pune + 4 more,36 years old,51-200 Employees (India)
7821,Suhail Bahwan Gr...,3.8,(70 Reviews),LLC,Muscat + 9 more,58 years old,1k-5k Employees (India)
7822,Akshaya,4.0,(70 Reviews),Private,"Chennai,Tamil Nadu + 7 more",28 years old,51-200 Employees (India)
7823,Saint-Gobain Web...,3.8,(70 Reviews),Mumbai + 15 more,1k-5k Employees (India),,
7824,Shemford Futuris...,3.9,(70 Reviews),Private,New Delhi + 27 more,14 years old,51-200 Employees (India)
7825,Polyplastics,4.2,(70 Reviews),Tokyo + 13 more,61 years old,1k-5k Employees (Global),
7826,AVON TUBETECH,2.9,(70 Reviews),Private,Palwal + 6 more,26 years old,51-200 Employees (India)
7827,Rotork Controls,3.7,(70 Reviews),Public,Bath + 8 more,66 years old,201-500 Employees (India)
7828,Varrsana Ispat,3.4,(70 Reviews),Public,New Delhi + 4 more,23 years old,501-1k Employees (India)
7829,Pearl Beverages,3.6,(70 Reviews),"Delhi,NCT + 4 more",27 years old,51-200 Employees (India),
7830,Ultratech India,3.9,(70 Reviews),Private,Navi Mumbai + 27 more,31 years old,11-50 Employees (India)
7831,JK Trust Gram Vi...,4.2,(70 Reviews),Private,Thane + 27 more,78 years old,51-200 Employees (India)
7832,Egon Zehnder Int...,4.1,(70 Reviews),Private,Zurich,59 years old,501-1k Employees (India)
7833,BCITS,3.9,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 23 more",24 years old,51-200 Employees (India)
7834,Paramount Produc...,4.2,(70 Reviews),New Delhi + 1 more,50 years old,51-200 Employees (India),
7835,Paranjape Autoca...,3.6,(70 Reviews),Pune + 1 more,50 years old,501-1k Employees (India),
7836,MSF,4.6,(70 Reviews),NGO/NPO,Geneva + 21 more,52 years old,501-1k Employees (India)
7837,Sigachi Industri...,4.1,(70 Reviews),Hyderabad + 5 more,34 years old,51-200 Employees (India),
7838,Surya Food & Agr...,3.3,(70 Reviews),Private,Noida + 15 more,29 years old,1k-5k Employees (India)
7839,Voltech Hr Servi...,3.6,(70 Reviews),Private,"Chennai,Tamil Nadu + 21 more",9 years old,201-500 Employees (India)
7840,Madhu Silica,3.8,(70 Reviews),Private,"Bhavnagar,Gujarat",36 years old,51-200 Employees (India)
7841,Alniche Life Sci...,3.8,(70 Reviews),Private,"Delhi,NCT + 12 more",16 years old,201-500 Employees (India)
7842,HMD Global,3.9,(70 Reviews),Private,Espoo + 26 more,7 years old,201-500 Employees (India)
7843,Spc Life Science...,3.2,(70 Reviews),Private,Vadodara,17 years old,51-200 Employees (India)
7844,Being human,4.3,(70 Reviews),Private,Mumbai + 19 more,16 years old,51-200 Employees (India)
7845,Hotel Hindusthan...,3.9,(70 Reviews),Private,"Kolkata,West Bengal + 11 more",54 years old,501-1k Employees (Global)
7846,OPTCL,4.2,(70 Reviews),Bhubaneswar + 10 more,19 years old,,
7847,Sandhar Componen...,3.5,(70 Reviews),Gurgaon + 8 more,36 years old,201-500 Employees (India),
7848,ALBANY MOLECULAR...,4.4,(70 Reviews),Private,"Albany,,NY + 3 more",32 years old,201-500 Employees (India)
7849,Unitech Power Tr...,3.9,(70 Reviews),Public,"Gurgaon/Gurugram,Haryana + 13 more",28 years old,201-500 Employees (India)
7850,SKS POWER GENERA...,3.5,(70 Reviews),Public,Mumbai + 10 more,15 years old,201-500 Employees (India)
7851,Abhyudaya Co-ope...,3.9,(70 Reviews),Private,Mumbai + 10 more,59 years old,51-200 Employees (India)
7852,Affordable Robot...,3.6,(70 Reviews),Public,Pune,18 years old,201-500 Employees (India)
7853,iServices,3.5,(70 Reviews),Private,"Bangalore,Karnataka + 5 more",12 years old,11-50 Employees (India)
7854,Cambridge School,3.9,(70 Reviews),Private,New Delhi + 21 more,92 years old,51-200 Employees (India)
7855,Sms Envocare,4.2,(70 Reviews),Nagpur + 10 more,20 years old,51-200 Employees (India),
7856,Injectoplast,3.6,(70 Reviews),Kanpur + 2 more,35 years old,201-500 Employees (India),
7857,Ibg Fincon Solut...,4.3,(70 Reviews),Private,Pune + 4 more,11 years old,51-200 Employees (India)
7858,Syntel Internati...,3.9,(70 Reviews),Chennai + 1 more,,,
7859,Trinity Engineer...,3.9,(70 Reviews),Private,Pune + 8 more,50 years old,201-500 Employees (India)
7860,Uttam Sugar Mill...,3.9,(70 Reviews),Public,Noida + 12 more,30 years old,1k-5k Employees (India)
7861,Garuda Aerospace,4.7,(70 Reviews),Private,"Chennai,Tamil Nadu + 1 more",8 years old,11-50 Employees (India)
